program	episode	topic	topic2	type	group	irish	meaning	practice_ideas	s_p	m_f	literal_meaning	phonetic	sound	info
Giota Beag 2	5	5				Suigh sios	Sit down							
Giota Beag 2	5	5				Leigh an nuachtán	Read the newspaper							
Giota Beag 2	5	5				Amharc ar an teilifís	Watch the television							
Giota Beag 2	5	5				Éist le Giota Beag Eile	Listen to Giota Beag Eile							
Giota Beag 2	5	5				Foghlaim Gaeilge	Learn Irish							
Giota Beag 2	6	6				Bhain mé sult as an lá	I enjoyed the day							
Giota Beag 2	6	6				Mhúscail mé ar a seacht a chlog	I woke at seven o'clock							
Giota Beag 2	6	6				D'ith mé banana agus úll	I ate a banana and an apple							
Giota Beag 2	6	6				Dól mé gloine uisce	I drank a glass of water							
Giota Beag 2	6	6				Shiúil mé go dtí an siopa	I walked to the shop							
Giota Beag 2	6	6				Cheannaigh mé an nuachtán	I bought the newspaper							
Giota Beag 2	6	6				Shuigh mé síos	I sat down							
Giota Beag 2	6	6				Leigh mé an nuachtán	I read the newspaper							
Giota Beag 2	6	6				D'amharc mé ar an teilifís	I watched the television							
Giota Beag 2	6	6				D'éist mé le Giota Beag Eile	I listened to Giota Beag Eile							
Giota Beag 2	6	6				D'fhoghlaim mé Gaeilge	I learnt Irish							
Giota Beag 2	6	6				D'fhoghlaim mé níos mó Gaeilge	I learnt more Irish							
Giota Beag 2	6	6				B'fhéidir	Maybe							
Giota Beag 2	7	7				Tuilleadh ar an aimsir chaite	More on the past tense							
Giota Beag 2	7	7				Níor mhúscail mé ar a seacht a chlog	I didn't wake up at seven o'clock							
Giota Beag 2	7	7				Níor shiúil mé go dtí an siopa	I didn't walk to the shop							
Giota Beag 2	7	7				Níor cheannaigh mé an nuachtán	I didn't buy the newspaper							
Giota Beag 2	7	7				Níor bhain mé sult as an lá	I didn't enjoy the day							
Giota Beag 2	7	7				D'ith mé banana agus úll	I ate a banana and an apple							
Giota Beag 2	7	7				D'amharc mé ar an teilifís	I watched the television							
Giota Beag 2	7	7				D'éist mé le Giota Beag Eile	I listened to Giota Beag Eile							
Giota Beag 2	7	7				Níor amharc mé ar an teilifís	I didn't watch the television							
Giota Beag 2	7	7				Níor éist mé le Giota Beag Eile	I didn't listen to Giota Beag Eile							
Giota Beag 2	7	7				Imigh leat!	Away with you!							
Giota Beag 2	8	8				Mothúcháin	Emotions							
Giota Beag 2	8	8				Tá tuirse orm	I'm tired							
Giota Beag 2	8	8				Tá ocras orm	Im hungry							
Giota Beag 2	8	8				Tá tuirse orm mar ...	I'm tired because ...							
Giota Beag 2	8	8				Níl ocras orm mar ...	I'm not hungry because ...							
Giota Beag 2	8	8				Tá tuirse orm mar mhúscail mé ar a sé a chlog	I'm tired because I woke at six o'clock							
Giota Beag 2	8	8				Tá ocras orm mar níor ith mé mo bhricfeasta	I'm hungry because I didnt eat my breakfast							
Giota Beag 2	8	8				Tá áthas orm	I'm happy							
Giota Beag 2	8	8				Tá brón orm	I'm sad or sorry							
Giota Beag 2	8	8				Fuair sé bás	He died							
Giota Beag 2	8	8				Tá brón orm mar fuair sé bás	I'm sad because he died							
Giota Beag 2	8	8				Tá fearg orm	I'm angry							
Giota Beag 2	8	8				Tá iontas orm	I'm surprised							
Giota Beag 2	8	8				Cad é atá ort?	What's wrong with you?							
Giota Beag 2	8	8				Tá fearg orm mar mhúscail an guthán mé.	I'm angry because the phone woke me.							
Giota Beag 2	8	8				Cheannaigh sé bláthanna	He bought flowers							
Giota Beag 2	9	9				Tinneas	Sickness							
Giota Beag 2	9	9				Cad é atá ort?	What's wrong with you?							
Giota Beag 2	9	9				Tá tinneas orm	I'm sick							
Giota Beag 2	9	9				Tá mé go measartha	I'm not too bad							
Giota Beag 2	9	9				Tá slaghdán orm	I have a cold							
Giota Beag 2	9	9				Tá tinneas cinn orm	I have a headache							
Giota Beag 2	9	9				Tá tinneas goile orm fosta	I also have a stomach ache							
Giota Beag 2	9	9				Tinneas fiacaile	Toothache							
Giota Beag 2	9	9				Tá biseach orm	I'm better							
Giota Beag 2	9	9				Orm, ort, air, uirthi	On me, on you, on him, on her							
Giota Beag 2	9	9				Tá drochspionn orm	I'm not in great form							
Giota Beag 2	9	9				Tá spionn mhaith orm	I'm in great form							
Giota Beag 2	9	9				Tá mé buartha	I'm sorry/I'm worried							
Giota Beag 2	10	10				Bhí mo bhreithlá ann Dé hAoine	It was my birthday on Friday							
Giota Beag 2	10	10				Fuair mé cárta agus fuair mé bronntanas	I got a card and I got a present							
Giota Beag 2	10	10				Fuair mé geansaí nua	I got a new jumper							
Giota Beag 2	10	10				Fuair mé leabhar nua	I got a new book							
Giota Beag 2	10	10				Fuair me leabhar úr fosta	I also got a new book							
Giota Beag 2	10	10				Chuaigh muid go dtí an bhialann ar dtús	We went to the restaurant first							
Giota Beag 2	10	10				Chuaigh muid go dtí an phictiúrlann ina dhiaidh sin	We went to the cinema afterwards							
Giota Beag 2	10	10				Ar dtús chuaigh muid go dtí an phictiúrlann	Firstly, we went to the cinema							
Giota Beag 2	10	10				Rinne mé an dinnéar. Rinne mé pizza	I made the dinner. I made pizza							
Giota Beag 2	10	10				Rinne mé an dinnéar Dé Satharn	I made the dinner on Saturday							
Giota Beag 2	10	10				Rinne mé an dinnéar aréir	I made the dinner last night							
Giota Beag 2	10	10				Tháinig mo dheartháir	My brother came							
Giota Beag 2	10	10				agus an teaghlach	and the family							
Giota Beag 2	10	10				Tháinig mo chara	My friend came							
Giota Beag 2	10	10				Tháinig mo dheirfiúr	My sister came							
Giota Beag 2	10	10				Rinne mé dearmad	I forgot							
Giota Beag 2	11	11				Thug mé airgead dóibh	I gave them money							
Giota Beag 2	11	11				Chuaigh sé go Londain	He went to London							
Giota Beag 2	11	11				Thug siad cuairt ar an iarsmalann	They visited the museum							
Giota Beag 2	11	11				Chuala siad faoin ghorta	They heard about the famine							
Giota Beag 2	11	11				Chonaic mé Cats	I saw Cats							
Giota Beag 2	11	11				Chuala muid Big Ben	We heard Big Ben							
Giota Beag 2	11	11				Dúirt siad go raibh sé ar fheabhas	They said that it was excellent							
Giota Beag 2	11	11				Chonaic siad Riverdance	They saw Riverdance							
Giota Beag 2	11	11				Ná bac le mac an bhacaigh is ní bhacfaidh mac an bhacaigh leat!	Don't bother with the son of the beggarman and the son of the beggarman won't bother you!							
Giota Beag 2	12	12				Cheannaigh mé bronntanas Nollag	I bought a Christmas present							
Giota Beag 2	12	12				Cad é cheannaigh tú?	What did you buy?							
Giota Beag 2	12	12				Cheannaigh mé geansaí úr	I bought a new jumper							
Giota Beag 2	12	12				Cheannaigh mé Crann Nollag	I bought a Christmas tree							
Giota Beag 2	12	12				Cá mhéad a bhí air?	How much was it?							
Giota Beag 2	12	12				Fuair mé cárta Nollag ó Una	I got a Christmas card from Una							
Giota Beag 2	12	12				An bhfuair?	Did you get?							
Giota Beag 2	12	12				Chuir mé cárta Nollag chuig Séamas	I sent a Christmas card to Séamas							
Giota Beag 2	12	12				Cá bhfuil Oifig an Phoist?	Where is the Post Office?							
Giota Beag 2	12	12				Gabh go dtí barr na sráide agus tiontaigh ar clé	Go to the top of the street and turn left							
Giota Beag 2	12	12				Gabh díreach ar aghaidh agus tá sé ar dheis	Go straight ahead and it's on the right							
Giota Beag 2	12	12				Tá sé os do chomhair	It's opposite you/in front of you							
Giota Beag 2	12	12				Cinnte!	Certainly!							
Giota Beag 2	13	13				Tá sé in aice le Dún Geanainn	It's near Dungannon							
Giota Beag 2	13	13				Cén sórt tí é?	What kind of house is it?							
Giota Beag 2	13	13				Is bungaló é	It's a bungalow							
Giota Beag 2	13	13				Is teach sraithe é	It's a terraced house							
Giota Beag 2	13	13				Is teach leathscoite é	It's a semi-detached house							
Giota Beag 2	13	13				Is teach scoite é	It's a detached house							
Giota Beag 2	13	13				Cá mhéad seomra atá ann?	How many rooms are in it?							
Giota Beag 2	13	13				Tá deich seomra ann	There are ten rooms in it							
Giota Beag 2	13	13				Cá mhéad seomra luí atá ann?	How many bedrooms are in it?							
Giota Beag 2	13	13				Tá ceithre sheomra luí ann	There are four bedrooms in it							
Giota Beag 2	13	13				Tá trí sheomra luí thuas staighre..	There are three bedrooms upstairs…							
Giota Beag 2	13	13				..agus seomra luí amháin thíos staighre	..and one bedroom downstairs							
Giota Beag 2	13	13				Cá bhfuil Liam?	Where is Liam?							
Giota Beag 2	13	13				Tá sé sa seomra suí	He is in the sitting room							
Giota Beag 2	13	13				Tá sí sa seomra folctha	She is in the bathroom							
Giota Beag 2	13	13				Tá sé sa ghairdín	He is in the garden							
Giota Beag 2	13	13				Tá sí sa gharáiste	She is in the garage							
Giota Beag 2	13	13				Tá sé sa chistin	He is in the kitchen							
Giota Beag 2	13	13				Tá sí sa seomra luí	She is in the bedroom							
Giota Beag 2	13	13				Níl aon tinteán mar do thinteán féin!	There's no hearth like your own hearth!							
Giota Beag 2	14	14				Sa chistin	In the kitchen							
Giota Beag 2	14	14				Tá an dinnéar réidh	The dinner is ready							
Giota Beag 2	14	14				A phaistí, tá an tae réidh	Children, the tea is ready							
Giota Beag 2	14	14				An bhfuil an lón réidh?	Is the lunch ready?							
Giota Beag 2	14	14				Tá sé beagnach réidh	It's nearly ready							
Giota Beag 2	14	14				Suigh síos ag an tábla anois	Sit down at the table now							
Giota Beag 2	14	14				Cuir chugam scian agus forc le do thoil	Pass me a knife and a fork please							
Giota Beag 2	14	14				Cuir chugam pláta le do thoil	Pass me a plate please							
Giota Beag 2	14	14				Cuir chugam gloine le do thoil	Pass me a glass please							
Giota Beag 2	14	14				Seo duit	Here you are							
Giota Beag 2	14	14				Spúnóg	Spoon							
Giota Beag 2	14	14				Salann agus Piobar	Salt and Pepper							
Giota Beag 2	14	14				An t-anlann donn	The brown sauce							
Giota Beag 2	14	14				An t-anlann dearg	The red sauce							
Giota Beag 2	14	14				Ar mhaith leat prátaí?	Would you like some potatoes?							
Giota Beag 2	14	14				Ar mhaith leat tuilleadh pasta?	Would you like some more pasta?							
Giota Beag 2	14	14				Níor mhaith, níl ocras orm	No, I wouldn't like any, I'm not hungry							
Giota Beag 2	14	14				Ba mhaith, cuid mhór le do thoil	Yes, I'd like a lot please							
Giota Beag 2	14	14				Glasraí	Vegetables							
Giota Beag 2	14	14				Dhá phunt	Two pounds							
Giota Beag 2	14	14				Trí phunt	Three pounds							
Giota Beag 2	14	14				Ceithre phunt	Four pounds							
Giota Beag 2	14	14				Cúig phunt	Five pounds							
Giota Beag 2	14	14				Sé phunt	Six pounds							
Giota Beag 2	14	14				Seacht bpunt	Seven pounds							
Giota Beag 2	14	14				Ocht bpunt	Eight pounds							
Giota Beag 2	14	14				Naoi bpunt	Nine pounds							
Giota Beag 2	14	14				Deich bpunt	Ten pounds							
Giota Beag 2	14	14				Tá mé lán go béal	I'm full up							
Giota Beag 2	14	14				Bhí sin iontach deas	That was very nice							
Giota Beag 2	14	14				Bhí sé sin iontach blasta	That was very tasty							
Giota Beag 2	14	14				Bhí sé sin galánta	That was lovely							
Giota Beag 2	15	15				Caithfidh mé	I have to, I must							
Giota Beag 2	15	15				Caithfidh mé imeacht	I have to go							
Giota Beag 2	15	15				Caithfidh mé dul amach	I have to go out							
Giota Beag 2	15	15				Caithfidh mé dul go dtí an banc	I have to go to the bank							
Giota Beag 2	15	15				Caithfidh mé an dinnéar a dhéanamh	I have to make the dinner							
Giota Beag 2	15	15				Caithfidh mé an lón a dhéanamh	I have to make the lunch							
Giota Beag 2	15	15				Caithfidh mé cúpla rud a dhéanamh	I have to do a couple of things							
Giota Beag 2	15	15				Nollaig Shona duit	Happy Christmas to you							
Giota Beag 3	1	1				Bhain mé sult as an lá.	I enjoyed the day.							
Giota Beag 3	1	1				Mhúscail mé ar a seacht a chlog.	I awoke at seven o'clock.							
Giota Beag 3	1	1				D'ith mé banana agus úll.	I ate a banana and an apple.							
Giota Beag 3	1	1				D'ol mé gloine uisce.	I drank a glass of water.							
Giota Beag 3	1	1				Shiúil mé go dtí an siopa.	I walked to the shop.							
Giota Beag 3	1	1				Cheannaigh mé an nuachtán.	I bought the newspaper.							
Giota Beag 3	1	1				Shuigh mé síos.	I sat down.							
Giota Beag 3	1	1				Léigh mé an nuachtán.	I read the newspaper.							
Giota Beag 3	1	1				D'amharc mé ar an teilifís.	I watched the television.							
Giota Beag 3	1	1				D'éist mé le Giota Beag Eile.	I listened to Giota Beag Eile.							
Giota Beag 3	1	1				D'fhoghlaim mé Gaeilge.	I learnt Irish.							
Giota Beag 3	1	1				ard	tall							
Giota Beag 3	1	1				tanaí	thin							
Giota Beag 3	1	1				Tá mé ard.	I am tall.							
Giota Beag 3	1	1				Tá mé tanaí.	I am thin.							
Giota Beag 3	1	1				cairdiúil	friendly							
Giota Beag 3	1	1				cainteach	chatty							
Giota Beag 3	1	1				dearmadach	forgetful							
Giota Beag 3	1	1				Tá mé cairdiúil.	I am friendly.							
Giota Beag 3	1	1				Tá mé cainteach.	I am chatty.							
Giota Beag 3	1	1				Tá mé cairdiúil.	I am friendly.							
Giota Beag 3	1	1				Sílim go bhfuil mé cairdiúil.	I think that I am friendly.							
Giota Beag 3	1	1				Tá mé cainteach.	I am chatty.							
Giota Beag 3	1	1				Sílim go bhfuil mé cainteach.	I think that I am chatty.							
Giota Beag 3	1	1				Tá mé tuisceanach.	I am understanding.							
Giota Beag 3	1	1				Deirtear go bhfuil mé tuisceanach.	It's said that I am understanding.							
Giota Beag 3	1	1				Deirtear go bhfuil mé iontach tuisceanach.	It's said that I'm very understanding.							
Giota Beag 3	1	1				Is binn béal ina thost.	Silence is golden.							
Giota Beag 3	2	2				Agus chomh maith leis sin	And as well as that							
Giota Beag 3	2	2				Ach ar an drochuair	But unfortunately							
Giota Beag 3	2	2				mar	because							
Giota Beag 3	2	2				Níl mé pósta mar tá mé óg.	I'm not married because I'm young.							
Giota Beag 3	2	2				fosta	also, as well							
Giota Beag 3	2	2				Agus rud eile dó	and furthermore / and another thing							
Giota Beag 3	2	2				deoch beag	a wee drink							
Giota Beag 3	2	2				Ná déan dearmad air sin.	Don't forget about that.							
Giota Beag 3	2	2				Níor bhris focal maith fiacail riamh.	Literally, a good word never broke a tooth.(So it doesn't hurt to say a kind word about someone!)							
Giota Beag 3	2	2				bean chéile	wife							
Giota Beag 3	2	2				mo bhean chéile	my wife							
Giota Beag 3	2	2				cuidiúil	helpful							
Giota Beag 3	2	2				bríomhar	lively, outgoing, bubbly							
Giota Beag 3	2	2				siúlóidí	walks							
Giota Beag 3	2	2				agus caithfidh mise dul léi!	and I have to go with her!							
Giota Beag 3	2	2				ramhar	fat							
Giota Beag 3	2	2				giota beag ramhar	a little overweight							
Giota Beag 3	2	2				ag siúl amach le	going out with, going steady							
Giota Beag 3	2	2				gealgháireach	cheerful							
Giota Beag 3	2	2				smutach	huffy, moody							
Giota Beag 3	2	2				neamhspleách	independent							
Giota Beag 3	2	2				tarcaisneach	sarcastic							
Giota Beag 3	2	2				ó am go ham	from time to time							
Giota Beag 3	2	2				sean	old							
Giota Beag 3	2	2				níos sine	older							
Giota Beag 3	2	2				is sine	oldest							
Giota Beag 3	3	3				ríomhaire	computer							
Giota Beag 3	3	3				ar an ríomhaire	on the computer							
Giota Beag 3	3	3				ar an idirlíon	on the internet							
Giota Beag 3	3	3				suíomh	site							
Giota Beag 3	3	3				suíomh idirlín	internet site							
Giota Beag 3	3	3				Ponc	dot							
Giota Beag 3	3	3				stríoc chun tosaigh	forward stroke							
Giota Beag 3	3	3				sean	old							
Giota Beag 3	3	3				níos sine	older							
Giota Beag 3	3	3				is sine	oldest							
Giota Beag 3	3	3				óg	young							
Giota Beag 3	3	3				níos óige	younger							
Giota Beag 3	3	3				is óige	youngest							
Giota Beag 3	3	3				an duine is óige	the youngest person, the youngest one							
Giota Beag 3	3	3				an duine is sine	the oldest person, the oldest one							
Giota Beag 3	3	3				fuar	cold							
Giota Beag 3	3	3				níos fuaire	colder							
Giota Beag 3	3	3				te	warm or hot							
Giota Beag 3	3	3				níos teo	warmer							
Giota Beag 3	3	3				luath	early							
Giota Beag 3	3	3				níos luaithe	earlier							
Giota Beag 3	3	3				mall	late							
Giota Beag 3	3	3				níos moille	later							
Giota Beag 3	3	3				Mar a bhíos an cú, bíonn an coileán!								
Giota Beag 3	3	3				Like father, like son. Or, indeed, like mother like daughter!								
Giota Beag 3	4	4				maith	good							
Giota Beag 3	4	4				níos fearr	better							
Giota Beag 3	4	4				is fearr	best							
Giota Beag 3	4	4				olc	bad							
Giota Beag 3	4	4				níos measa	worse							
Giota Beag 3	4	4				is measa	worst							
Giota Beag 3	4	4				beag	small							
Giota Beag 3	4	4				níos lú	smaller							
Giota Beag 3	4	4				is lú	smallest							
Giota Beag 3	4	4				mór	large or big							
Giota Beag 3	4	4				níos mó	bigger							
Giota Beag 3	4	4				is mó	biggest							
Giota Beag 3	4	4				ainmnigh	name							
Giota Beag 3	4	4				contae	county							
Giota Beag 3	4	4				club sacair	soccer club							
Giota Beag 3	4	4				i Sasain	in England							
Giota Beag 3	4	4				in Albain	in Scotland							
Giota Beag 3	4	4				Ainmnigh an contae is mó in Éirinn.	Name the biggest or largest county in Ireland.							
Giota Beag 3	4	4				Agus an freagra, the answer… Corcaigh, Cork.								
Giota Beag 3	4	4				Ainmnigh an contae is lú in Éirinn.	Name the smallest county in Ireland.							
Giota Beag 3	4	4				Agus an freagra, the answer… Contae Lú, County Louth.								
Giota Beag 3	4	4				Ainmnigh an club sacair is fearr i Sasain.								
Giota Beag 3	4	4				Name the best soccer club in England.								
Giota Beag 3	4	4				Ainmnigh an club sacair is fearr in Albain.								
Giota Beag 3	4	4				Name the best soccer club in Scotland.								
Giota Beag 3	4	4				Ainmnigh an club sacair is measa i Sasain.								
Giota Beag 3	4	4				Name the worst soccer club in England.								
Giota Beag 3	4	4				Ainmnigh an club sacair is measa in Albain.								
Giota Beag 3	4	4				Name the worst soccer club in Scotland.								
Giota Beag 3	4	4				Níl aon leigheas ar an ghrá ach pósadh.	There is no cure for love except marriage.							
Giota Beag 3	4	4				leigheas	cure							
Giota Beag 3	4	4				grá	love							
Giota Beag 3	4	4				Is binn béal ina thost.								
Giota Beag 3	4	4				Níor bhris focal maith fiacail riamh.								
Giota Beag 3	4	4				Mar a bhíos an cú, bíonn an coileán.								
Giota Beag 3	4	4				bean chéile	wife							
Giota Beag 3	4	4				deirfiúr	sister							
Giota Beag 3	4	4				mo bhean chéile	my wife							
Giota Beag 3	4	4				mo dheirfiúr	my sister							
Giota Beag 3	4	4				mo phas	my passport							
Giota Beag 3	4	4				do phas	your passport							
Giota Beag 3	4	4				a phas	his passport							
Giota Beag 3	4	4				a pas	her passport							
Giota Beag 3	5	5				liom	with me							
Giota Beag 3	5	5				leat	with you							
Giota Beag 3	5	5				leis	with him							
Giota Beag 3	5	5				léi	with her							
Giota Beag 3	5	5				Ba mhaith liom	I'd like							
Giota Beag 3	5	5				Ba mhaith leat	You'd like							
Giota Beag 3	5	5				Ba mhaith leis	He'd like							
Giota Beag 3	5	5				Ba mhaith léi	She'd like							
Giota Beag 3	5	5				dom	to me							
Giota Beag 3	5	5				duit	to you							
Giota Beag 3	5	5				dó	to him							
Giota Beag 3	5	5				di	to her							
Giota Beag 3	5	5				Tabhair dom an leabhar	Give me the book.							
Giota Beag 3	5	5				Thug mé an leabhar duit	I gave the book to you.							
Giota Beag 3	5	5				Thug mé an leabhar dó	Literally, I gave the book to him.							
Giota Beag 3	5	5				Thug mé an leabhar di	Literally, I gave the book to her.							
Giota Beag 3	5	5				mo	my							
Giota Beag 3	5	5				do	your							
Giota Beag 3	5	5				a	his							
Giota Beag 3	5	5				a	her							
Giota Beag 3	5	5				ár	our							
Giota Beag 3	5	5				bhur	your							
Giota Beag 3	5	5				a	their							
Giota Beag 3	5	5				ár scoil	our school							
Giota Beag 3	5	5				bhur lón	your (plural) lunch							
Giota Beag 3	5	5				a milseáin	their sweets							
Giota Beag 3	6	6				An dtiocfadh leat?	Could you?							
Giota Beag 3	6	6				An dtiocfadh leat gar a dhéanamh?	Could you do a favour?							
Giota Beag 3	6	6				An dtiocfadh leat gar a dhéanamh dom?	Could you do a favour for me?							
Giota Beag 3	6	6				An dtiocfadh leat gar beag a dhéanamh dom?	Could you do a wee favour for me?							
Giota Beag 3	6	6				An dtiocfadh leat an litir seo a chur sa phost	Could you post this letter							
Giota Beag 3	6	6				An dtiocfadh leat mé a thógáil ón bhus?	Could you lift me/collect me from the bus?							
Giota Beag 3	6	6				An dtiocfadh leat mé a thógáil ón siopa?	Could you collect me from the shop							
Giota Beag 3	6	6				An dtiocfadh leat £20 punt a thógáil amach?	Could you take out £20?							
Giota Beag 3	6	6				An dtiocfadh leat scairt a chur ar an gharáiste?	Could you phone the garage?							
Giota Beag 3	6	6				Is fada an bóthar nach mbíonn casadh ann!								
Giota Beag 3	6	6				bóthar	road							
Giota Beag 3	6	6				casadh	a turning or a twist							
Giota Beag 3	6	6				Is fada an bóthar	It's a long road							
Giota Beag 3	6	6				…nach mbíonn casadh ann	…which doesn't have a turn or a twist							
Giota Beag 3	6	6				An dtiocfadh leat cúpla gar a dhéanamh dom?	Could you do a couple of favours for me?							
Giota Beag 3	6	6				Thiocfadh	Yes I could							
Giota Beag 3	6	6				Ní thiocfadh	No, I could not							
Giota Beag 3	6	6				Cad é atá ann?	What is it? In this context, what is it - you want me to do							
Giota Beag 3	6	6				Go maire sibh bhur saol úr le chéile	May you live out your new life together.							
Giota Beag 3	6	6				It's nice to look at it as “May you have good health to live out a long life together.”								
Giota Beag 3	6	6				Bainis	wedding reception							
Giota Beag 3	6	6				Sláinte is fad saoil agaibh, teach ar bhur mian agaibh								
Giota Beag 3	6	6				Talamh gan chíos agaibh, fómhar gach bliain agaibh								
Giota Beag 3	6	6				Leanbh gach bliain agaibh, ón lá seo amach!								
Giota Beag 3	6	6				Good health and long life to you both, a house of your dreams,								
Giota Beag 3	6	6				Land without rent, a harvest each year,								
Giota Beag 3	6	6				A child every year, from this day on!								
Giota Beag 3	6	6				litir	letter							
Giota Beag 3	6	6				an litir seo	this letter							
Giota Beag 3	6	6				doras								
Giota Beag 3	6	6				an doras seo	this door							
Giota Beag 3	6	6				clár	programme							
Giota Beag 3	6	6				an clár seo	this programme							
Giota Beag 3	6	6				cárta	card							
Giota Beag 3	6	6				an cárta seo	this card							
Giota Beag 3	7	7				An dtiocfadh leat gar beag a dhéanamh?	Could you do a wee favour?							
Giota Beag 3	7	7				An dtiocfadh liom gar beag a dhéanamh?	Could I do a wee favour?							
Giota Beag 3	7	7				An dtiocfadh leis gar beag a dhéanamh?	Could he do a wee favour?							
Giota Beag 3	7	7				An dtiocfadh léi gar beag a dhéanamh?	Could she do a wee favour?							
Giota Beag 3	7	7				An dtiocfadh leat gar beag a dhéanamh dom?	Could you do a wee favour for me?							
Giota Beag 3	7	7				An dtiocfadh leat gar beag a dhéanamh dó?	Could you do a wee favour for him?							
Giota Beag 3	7	7				An dtiocfadh leat gar beag a dhéanamh di?	Could you do a wee favour for her?							
Giota Beag 3	7	7				An dtiocfadh liom gar beag a dhéanamh duit?	Could I do a wee favour for you?							
Giota Beag 3	7	7				Is fada an lá.	It is/has been a long time.							
Giota Beag 3	7	7				Ó, is fada.	Indeed it is/has been a long time.							
Giota Beag 3	7	7				Is fada anlá ó d'ith mé pizza!	It's a long time since I've eaten pizza!							
Giota Beag 3	7	7				Is fada an lá ó d'ól mé caife!	It's a long time since I've drunk coffee!							
Giota Beag 3	7	7				D'éirigh liom.	I passed/succeeded.							
Giota Beag 3	7	7				D'éirigh leat.	You passed/succeeded.							
Giota Beag 3	7	7				D'éirigh leis.	He passed/succeeded.							
Giota Beag 3	7	7				D'éirigh léi.	She passed/succeeded.							
Giota Beag 3	7	7				Cad é mar a d'éirigh leat?	How did you get on?							
Giota Beag 3	7	7				Theip orm.	I failed.							
Giota Beag 3	7	7				Theip ort.	You failed.							
Giota Beag 3	7	7				Theip air.	He failed.							
Giota Beag 3	7	7				Theip uirthi.	She failed.							
Giota Beag 3	7	7				Go maire tú é.	May you have good health to enjoy it.							
Giota Beag 3	7	7				Go maire tú é is go gcaithe tú é.	May you have good health to enjoy it and wear it.							
Giota Beag 3	7	7				Go maire tú é is go gcaithe tú é is go stróca tú é.	May you have good health to enjoy it, wear it and tear it.							
Giota Beag 3	7	7				Go maire tú é is go gcaithe tú é is go stróca tú é is go bpósa tú fear ann.	May you have good health to enjoy it, wear it and tear it and marry a man in it.							
Giota Beag 3	7	7				an litir sin	that letter							
Giota Beag 3	7	7				an clár sin	that programme							
Giota Beag 3	7	7				an gúna sin	that dress							
Giota Beag 3	7	7				Cé acu is fearr leat?	Which do you prefer?							
Giota Beag 3	8	8				Cad é do bharúil?	What do you think?							
Giota Beag 3	8	8				An dtiocfadh leat an dinnéar a dhéanamh?	Could make the dinner?							
Giota Beag 3	8	8				an lón	the lunch							
Giota Beag 3	8	8				An dtiocfadh leat an lón a dhéanamh?	Could you make the lunch?							
Giota Beag 3	8	8				an bricfeasta	the breakfast							
Giota Beag 3	8	8				An dtiocfadh leat an bricfeasta a dhéanamh?	Could you make the breakfast?							
Giota Beag 3	8	8				an suipéar	the supper							
Giota Beag 3	8	8				An dtiocfadh leat an suipéar a dhéanamh?	Could you make the supper?							
Giota Beag 3	8	8				Ar mhaith leat?	Would you like?							
Giota Beag 3	8	8				Ar mhaith leat an dinnéar a dhéanamh?	Would you like to make the dinner?							
Giota Beag 3	8	8				Ar mhaith leat an lón a dhéanamh?	Would you like to make the lunch?							
Giota Beag 3	8	8				Ar mhaith leat an bricfeasta a dhéanamh?	Would you like to make the breakfast?							
Giota Beag 3	8	8				Ar mhaith leat dul amach ar shiúlóid?	Would you like to go out for a walk?							
Giota Beag 3	8	8				Ar mhaith leat dul amach anocht?	Would you like to go out tonight?							
Giota Beag 3	8	8				Ar mhaith leat dul chuig an phictiúrlann?	Would you like to go to the cinema?							
Giota Beag 3	8	8				Ar mhaith leat dul amach fá choinne béile anocht?	Would you like to go out for a meal tonight?							
Giota Beag 3	8	8				Ar mhaith leat buidéal fíona a fháil?	Would you like to get a bottle of wine?							
Giota Beag 3	8	8				Ar mhaith leat pizza a fháil?	Would you like to get a pizza?							
Giota Beag 3	8	8				Ar mhaith leat tacsaí a fháil?	Would you like to get a taxi?							
Giota Beag 3	8	8				Ba mhaith	Yes							
Giota Beag 3	8	8				Níor mhaith	No							
Giota Beag 3	8	8				Beidh a cuid féin ag an fharraige	The sea will have its own.							
Giota Beag 3	8	8				eile	another							
Giota Beag 3	8	8				bus eile	another bus							
Giota Beag 3	8	8				briosca eile	another biscuit							
Giota Beag 3	8	8				ceann eile	another one							
Giota Beag 3	8	8				clár eile	another programme							
Giota Beag 3	8	8				gúna eile	another dress							
Giota Beag 3	8	8				Tá mo sháith agam.	I've had my fill. / I've had enough.							
Giota Beag 3	8	8				rud ar bith eile	anything else							
Giota Beag 3	8	8				Ar mhaith leat briosca?	Would you like a biscuit?							
Giota Beag 3	8	8				Ar mhaith leat ceann eile?	Would you like another one?							
Giota Beag 3	8	8				Níor mhaith, go raibh maith agat. Tá mo sháith agam.	No, thanks. I've had enough.							
Giota Beag 3	8	8				Ar mhaith leat cupán eile tae?	Would you like another cup of tea?							
Giota Beag 3	8	8				Ar mhaith leat rud ar bith eile?	Would you like anything else?							
Giota Beag 3	9	9				Cad é mar a d'éirigh leat?	How did you get on?							
Giota Beag 3	9	9				Bain sult as an lá.	Enjoy the day.							
Giota Beag 3	9	9				Éirigh ar a seacht a chlog.	Get up at 7 o'clock.							
Giota Beag 3	9	9				Ith banana agus úll.	Eat a banana and an apple.							
Giota Beag 3	9	9				Ól deoch uisce.	Drink a glass of water.							
Giota Beag 3	9	9				Siúil go dtí an siopa.	Walk to the shop.							
